Date,LogReturn,Open,High,Low,Close,Volume,MarketCap,FearAndGreed,VDD,CBBI,GoldClose,DaysSinceHalving,S&P500,M2SL,InflationUSA,DXY,VIX of VIX,HashRate,MA5,MA20
"2024-10-16,""0,00853"",""67042,46182"",""68375,29295"",""66758,72551"",""67612,72078"",38195189534,1336696892492,73,""0,88213"",""79,42"",""2673,84"",179,""5842,47"",""21311,9"",""2,6"",""103,59"",""111,62"",""645 189 000 000 000 000 000,00"",""65348,8708"",""62981,61276"""
"2024-10-15,""0,01491"",""66050,36873"",""67881,67959"",""64809,19695"",""67041,10717"",48863870879,1325307318852,65,""0,88483"",""78,7"",""2662,855"",178,""5815,26"",""21311,9"",""2,6"",""103,26"",""112,9"",""713 826 000 000 000 000 000,00"",""64315,34437"",""62883,71347"""
"2024-10-14,""0,04969"",""62848,39949"",""66482,49439"",""62442,154"",""66046,12807"",43706958056,1305664072036,48,""0,88685"",""78,11"",""2648,62"",177,""5859,85"",""21311,9"",""2,6"",""103,3"",""107,22"",""636 038 000 000 000 000 000,00"",""62962,02255"",""62730,92494"""
"2024-10-13,""-0,00547"",""63192,94358"",""63272,65296"",""62035,63669"",""62851,37492"",18177529690,1242341595991,50,""0,888"",""78,16"",""2656,195"",176,""5815,03"",""21311,9"",""2,6"",""102,89"",""113,99"",""631 462 000 000 000 000 000,00"",""61869,21713"",""62807,27191"""
"2024-10-12,""0,01191"",""62444,61741"",""63448,78324"",""62443,27135"",""63193,02307"",16744110886,1249123856891,49,""0,8875"",""77,109"",""2656,195"",175,""5815,03"",""21311,9"",""2,6"",""102,89"",""113,99"",""654 341 000 000 000 000 000,00"",""61725,33571"",""62814,47082"""
"2024-10-11,""0,03535"",""60275,46083"",""63400,86988"",""60046,12583"",""62445,08861"",30327141594,1234303474603,32,""0,88831"",""79,43"",""2656,195"",174,""5815,03"",""21311,9"",""2,6"",""102,89"",""113,99"",""640 613 000 000 000 000 000,00"",""61534,06297"",""62877,81931"""
"2024-10-10,""-0,00507"",""60581,92969"",""61236,72317"",""58895,20781"",""60274,49806"",30452813570,1191400599851,39,""0,88917"",""78,7"",""2630,155"",173,""5780,05"",""21311,9"",""2,6"",""102,99"",""117,43"",""709 251 000 000 000 000 000,00"",""61608,83615"",""63042,04777"""
"2024-10-09,""-0,02526"",""62131,7261"",""62508,83574"",""60314,61439"",""60582,10097"",27670982363,1197429647367,49,""0,88895"",""78,11"",""2607,825"",172,""5792,04"",""21311,9"",""2,6"",""102,93"",""119,36"",""581 128 000 000 000 000 000,00"",""61971,92623"",""63179,46219"""
"2024-10-08,""-0,00145"",""62221,64515"",""63174,3062"",""61843,56366"",""62131,96785"",28134475157,1228037977785,49,""0,88919"",""78,16"",""2621,955"",171,""5751,13"",""21311,9"",""2,6"",""102,55"",""114,82"",""733 899 000 000 000 000 000,00"",""62269,00152"",""63222,01424"""
"2024-10-07,""-0,00956"",""62819,10933"",""64443,70641"",""62152,55171"",""62236,65937"",34253562610,1229782194408,50,""0,89116"",""77,11"",""2642,66"",170,""5695,94"",""21311,9"",""2,6"",""102,54"",""122,58"",""681 164 000 000 000 000 000,00"",""61994,48822"",""63191,12052"""
"2024-10-06,""0,01176"",""62084,9865"",""62959,56854"",""61833,15004"",""62818,95448"",14776233667,1241559389622,50,""0,89355"",""79,44"",""2651,64"",169,""5751,07"",""21311,9"",""2,6"",""102,52"",""110,63"",""667 980 000 000 000 000 000,00"",""61673,7136"",""63058,99332"""
"2024-10-05,""0,00028"",""62067,6105"",""62371,02368"",""61689,58116"",""62089,94846"",13305410749,1227021845844,49,""0,89632"",""78,7"",""2651,64"",168,""5751,07"",""21311,9"",""2,6"",""102,52"",""110,63"",""663 586 000 000 000 000 000,00"",""61277,32464"",""62853,86481"""
"2024-10-04,""0,02138"",""60754,62513"",""62465,99076"",""60459,93982"",""62067,47745"",29585472513,1226647958541,41,""0,89769"",""78,11"",""2651,64"",167,""5751,07"",""21311,9"",""2,6"",""102,52"",""110,63"",""742 689 000 000 000 000 000,00"",""61525,23458"",""62702,04154"""
